user_id,model,n_train,n_test,accuracy,precision,recall,f1_score,brier_score,rmse,auc
44,LogisticRegression,255,55,0.9090909090909091,0.9473684210526315,0.8181818181818182,0.8780487804878049,0.06841408599212741,0.26156086479465424,0.9765840220385675
45,DecisionTree,255,55,0.9090909090909091,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.08405003200693374,0.28991383548725946,0.940318302387268
45,RandomForest+Platt,255,55,0.8727272727272727,0.9523809523809523,0.7692307692307693,0.851063829787234,0.1280070471307151,0.3577807249289921,0.9615384615384616
45,RF+OptimalThreshold,255,55,0.9090909090909091,0.9565217391304348,0.8461538461538461,0.8979591836734694,0.1280070471307151,0.3577807249289921,0.9615384615384616
45,LogisticRegression,255,55,0.8909090909090909,0.8333333333333334,0.9615384615384616,0.8928571428571429,0.0859474464872702,0.2931679492838025,0.9681697612732096
46,DecisionTree,255,55,0.8545454545454545,0.9473684210526315,0.72,0.8181818181818182,0.15043568729181775,0.3878603966529939,0.8406666666666667
46,RandomForest+Platt,255,55,0.8363636363636363,0.9444444444444444,0.68,0.7906976744186046,0.10443303065810658,0.3231609980460306,0.9666666666666667
46,RF+OptimalThreshold,255,55,0.9090909090909091,0.9545454545454546,0.84,0.8936170212765957,0.10443303065810658,0.3231609980460306,0.9666666666666667
46,LogisticRegression,255,55,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091,0.06974148850912908,0.26408613842670553,0.9826666666666667
47,DecisionTree,255,55,0.8545454545454545,0.7419354838709677,1.0,0.8518518518518519,0.10522818874958605,0.32438894671302543,0.953125
